Marca temporal,Grupo que está encuestando,Nombre del encuestador,Indica tu género,¿Cuál es tu edad?,¿Cuál es tu peso (en kg)?,¿Cuál es tu estatura (en cm)?,¿En qué carrera estabas matriculado(a) durante el ciclo 2025-2? ,¿En qué ciclo te encuentras actualmente?,¿En cuántos cursos te matriculaste (independientemente de si te retiraste o no) en total durante el 2025-2?,¿Cuántos de esos cursos aprobaste al finalizar el 2025-2?,"¿Cuál fue tu promedio ponderado en el ciclo 2025-2?
Lo puedes ubicar en el sist. académico -> currícula -> mi avance académico -> historial académico","¿Cuál fue tu Ranking en el ciclo 2025-2?
Lo puedes ubicar en el sist. académico -> currícula -> mi avance académico -> historial académico","Aproximadamente, Durante el ciclo 2025-2  ¿Cuántas horas a la semana dedicaste a realizar actividad física?",Durante el ciclo 2025-2  ¿Qué tipo de actividad física o deporte principal realizaste?,¿Dónde realizas principalmente la actividad física?,"Durante el ciclo 2025-2, ¿tus entrenamientos fueron principalmente de tipo individual o colectivo? ",¿Cuántos días a la semana realizaste actividad física en el 2025-2?,"Durante tus sesiones de actividad física en ese ciclo, ¿Cuál fue tu nivel de intensidad física predominante?","Durante el 2025-2, ¿Tu horario de entrenamiento fue principalmente en la: Mañana / Tarde / Noche?",Durante el ciclo 2025-2  ¿Cómo calificarías tu nivel de disciplina o constancia para realizar actividad física?,Durante el ciclo 2025-2  ¿Cuántas horas a la semana sumaban tus clases programadas?,"Aproximadamente, durante el ciclo 2025-2  ¿Cuántas horas a la semana dedicaste al estudio autónomo y realización de tareas (fuera del horario de clases)?","Durante el 2025-II, ¿cuál fue tu nivel de concentración al estudiar?",¿Qué suplementos dietéticos consumías de forma regular? (marca todas las opciones que correspondan)  ,"Durante el ciclo 2025-2, ¿cuántas veces al día ingerías alimentos? (incluye comidas principales y snacks; p. ej., desayuno, snack, almuerzo, cena = 4)  ",Durante el ciclo 2025-2 ¿Llevaste algún tipo de alimentación o dieta específica? ,"Durante el ciclo 2025-2, ¿cuántas horas dormías por noche en promedio?  ",¿Cómo calificarías tu calidad de sueño durante el periodo 2025-2?,Durante el periodo 2025-2  ¿Cómo describirías tu nivel de estrés académico?,Durante el ciclo 2025-2  ¿Qué tan cansado te llegaste a sentir?
22/4/2026 14:11:08,Grupo 5,"Arica Reyes, Ady Gabriela",Femenino,22,66,1.55,Ingeniería Civil,10,6,6,15.16,Tercio,0,No realizo actividad fisica,,,,,,,16,6,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,4,Ninguna en especial,7,Mala,Alto,Muy alto
22/4/2026 14:12:47,Grupo 2,"Manrique Romero, Oriana Manuela Fe",Masculino,99,999,9999,Ciencias de la Computación,10,9,10,19.92392392,Décimo,169,Ajedrez bajo el agua.,En instalaciones de la universidad,Colectiva,8,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Noche,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,20,30,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,No nada🐈 ,4,Full suplementos PAPEO,247,Muy buena,Muy bajo,Muy bajo
22/4/2026 14:14:33,Grupo 8,"Castillo Castro, Rafael Adrián",Masculino,35,77,180,Ingeniería Mecatrónica,6,2,1,15,Quinto,6,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,6,2,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Balanceada diseñada por nutricionista,7,Regular,Moderado,Moderado
22/4/2026 14:16:00,Grupo 5,"Cabanillas Ventocilla, Abigail Jaslin",Femenino,18,60,160,Ingeniería Civil,3,6,6,18.02,Décimo,1,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,2,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Mañana,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",25,30,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,5,Regular,Muy alto,Muy alto
22/4/2026 14:16:15,Grupo 5,"Arica Reyes, Ady Gabriela",Femenino,17,44,151,Ciencia de Datos,3,6,6,16.6,Quinto,4,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En instalaciones de la universidad,Colectiva,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,25,10,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,3,Ninguna en especial,6,Buena,Alto,Moderado
22/4/2026 14:17:03,Grupo 6,Diego Alonso Barturen Torres,Masculino,18,67,1.71,Ingeniería Civil,3,6,5,15,Décimo,4,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,2,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Mañana,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",24,12,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Agua siuuu,3,Ninguna en especial,7,Buena,Moderado,Moderado
22/4/2026 14:17:28,Grupo 5,"Arica Reyes, Ady Gabriela",Femenino,22,54,157,Ingeniería Civil,10,6,6,16.46,Tercio,1,Danza,En casa,Individual,3,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",4,7,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Multivitamínicos y Minerales",3,Ninguna en especial,5,Mala,Alto,Muy alto
22/4/2026 14:19:51,Grupo 5,"Arica Reyes, Ady Gabriela",Masculino,24,69,169,Ingeniería Civil,10,6,6,15.6,Décimo,4,No realizo actividad fisica,,,,,,,15,2,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,4,Ninguna en especial,7,Buena,Moderado,Moderado
22/4/2026 14:35:29,Grupo 4,"Obregon Carhuavilca, Alondra Solange",Masculino,19,70,1.79,Ingeniería Industrial,3,6,6,14.45,Tercio medio,0,No realizo actividad fisica,,,,,,,22,5,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,8,Regular,Moderado,Moderado
22/4/2026 14:36:56,Grupo 5,"Arica Reyes, Ady Gabriela",Masculino,24,79,168,Ingeniería Civil,8,7,7,14.79,Tercio medio,0,No realizo actividad fisica,,,,,,,24,28,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,6,Regular,Alto,Muy alto
22/4/2026 14:45:34,Grupo 5,"Arica Reyes, Ady Gabriela",Masculino,22,70,168,Ingeniería Civil,10,7,7,14.7,Tercio,1,Gimnasio / Levantamiento de pesas,En casa,Individual,1,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",14,30,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Bebidas rehidratantes",7,Ninguna en especial,6,Regular,Muy alto,Alto
22/4/2026 15:03:34,Grupo 6,"Vargas Saravia, Daniela Alessandra",Prefiero no decirlo / Otro,18,60,160,Ingeniería Mecatrónica,3,5,4,13,Tercio medio,0,No realizo actividad fisica,,,,,,,20,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Cafe,3,Baja en carbohidratos,6,Muy mala,Alto,Muy alto
22/4/2026 15:26:51,Grupo 5,"Arica Reyes, Ady Gabriela",Femenino,22,63,152,Ingeniería Civil,10,7,7,14.45,Quinto,1,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Mañana,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",18,3,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Recomendada por mi nutricionista,6,Regular,Alto,Muy alto
22/4/2026 15:27:49,Grupo 1,"Canepa Noya, Doménico",Masculino,18,60,171,Ingeniería Electrónica,3,6,6,16,Quinto,6,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,6,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",7,1,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Proteína en polvo (Whey, Vegana, Caseína), Creatina",3,Ninguna en especial,8,Buena,Bajo,Moderado
22/4/2026 15:41:08,Grupo 9,"Heredia Quispe, Gianella Alessandra",Masculino,19,70,170,Ciencia de Datos,5,6,6,16.57,Quinto,1,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,1,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Mañana,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",29,35,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,6,Regular,Alto,Alto
22/4/2026 15:46:37,Grupo 1,"Canepa Noya, Doménico",Masculino,67,67,67,Ingeniería Química,2,67,67,67,Décimo,67,Paja,En instalaciones de la universidad,Colectiva,67,Alto: Me faltaba el aliento rápido y apenas podía decir unas pocas palabras sin parar a tomar aire.,Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,67,67,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,"Bebidas energéticas, Bebidas rehidratantes, Multivitamínicos y Minerales, Polvos Pre-Entreno, Proteína en polvo (Whey, Vegana, Caseína), Mass gainers, Creatina, Ninguno, Semensito",67,Ninguna en especial,67,Muy buena,Muy bajo,Muy alto
22/4/2026 15:47:38,Grupo 9,"Heredia Quispe, Gianella Alessandra",Femenino,19,50,160,Administración y Negocios Digitales,3,6,6,19.32,Décimo,0,No realizo actividad fisica,,,,,,,26,50,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,5,Regular,Alto,Alto
22/4/2026 16:41:04,Grupo 4,"Gamboa Sánchez, Guillermo Valentino",Masculino,18,48,165,Ciencias de la Computación,3,6,6,14.8,Tercio medio,2,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",25,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,2,Ninguna en especial,5,Regular,Moderado,Alto
22/4/2026 16:42:57,Grupo 5,"Reyes Neyra, Mariel Azucena",Femenino,25,56,160,Ciencias de la Computación,10,4,4,16,Tercio,2,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,4,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Mañana,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",32,30,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,5,Regular,Alto,Muy alto
22/4/2026 16:45:49,Grupo 2,"Rojas Meza, Kiara Luz",Masculino,20,56,176,Ciencias de la Computación,3,5,4,16.14,Tercio,1,"Deportes aeróbicos (Correr, Nadar, Ciclismo)",En casa,Individual,2,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Noche,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",19,2,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,7,Mala,Alto,Alto
22/4/2026 16:46:56,Grupo 1,"Lopez Cueto, Camila Alejandra",Masculino,19,83,1.6,Ingeniería Mecatrónica,2,7,6,12.3,Tercio inferior,1,No realizo actividad fisica,,,,,,,23,01,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,3,Ninguna en especial,8,Muy buena,Bajo,Moderado
22/4/2026 16:47:08,Grupo 1,"Lopez Cueto, Camila Alejandra",Masculino,19,80,170,Ingeniría de la Energía,2,7,7,16,Décimo,1,"Deportes aeróbicos (Correr, Nadar, Ciclismo)",En casa,Individual,1,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",23,01,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas rehidratantes,4,Ninguna en especial,7,Regular,Bajo,Bajo
22/4/2026 16:49:12,Grupo 8,"Bances Núñez, Nadia Estefanía",Femenino,19,56,160,Ingeniería Mecatrónica,3,6,6,16,Tercio inferior,0,No realizo actividad fisica,,,,,,,20,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,5,Ninguna en especial,6,Regular,Moderado,Alto
22/4/2026 16:50:15,Grupo 8,"Bances Núñez, Nadia Estefanía",Masculino,19,73,175,Ingeniería Química,3,6,6,15.86,Tercio,4,Caminata,En gimnasio,Individual,1,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Tarde,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",20,12,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,2,Mediterránea ,5,Mala,Alto,Moderado
22/4/2026 16:51:21,Grupo 8,"Bances Núñez, Nadia Estefanía",Masculino,18,49,169,Ingeniería Mecatrónica,3,6,6,16.9,Décimo,2,Barrer y trapear,En casa,Individual,2,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Mañana,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",15,14,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,4,Ninguna en especial,5,Regular,Moderado,Moderado
22/4/2026 16:51:26,Grupo 8,"Bances Núñez, Nadia Estefanía",Masculino,18,80,174,Ingeniería Mecatrónica,3,6,6,16,Quinto,0,No realizo actividad fisica,,,,,,,200,1000,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",NA,3,Ninguna en especial,7,Mala,Alto,Moderado
22/4/2026 16:54:56,Grupo 5,"Cabanillas Ventocilla, Abigail Jaslin",Femenino,18,57,162,Ciencias de la Computación,3,7,5,14.34,Tercio medio,0,No realizo actividad fisica,,,,,,,28,30,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,6,Ninguna en especial,7,Muy mala,Muy alto,Muy alto
22/4/2026 16:59:33,Grupo 4,"Cueva Loayza, Dayron Saiyuk",Masculino,18,74,174,Ciencia de Datos,3,7,7,18.3,Tercio,2.5,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",Otros,Colectiva,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",15,5,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,"Bebidas energéticas, Bebidas rehidratantes",5,Ninguna en especial,7,Buena,Moderado,Moderado
22/4/2026 17:09:27,Grupo 5,"Cabanillas Ventocilla, Abigail Jaslin",Femenino,19,55,1.65,Bioingeniería,3,6,6,14.5,Tercio,3,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",15,12,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Monster,3,Alta en proteínas,6,Regular,Moderado,Alto
22/4/2026 17:18:08,Grupo 8,"Bances Núñez, Nadia Estefanía",Masculino,18,63,165,Ingeniería Mecatrónica,3,6,6,13.3,Tercio medio,2,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)","En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",23,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Bebidas rehidratantes, Ninguno",4,Ninguna en especial,4,Mala,Alto,Muy alto
22/4/2026 17:18:35,Grupo 4,"Obregon Carhuavilca, Alondra Solange",Femenino,20,72,151,Ingeniería Electrónica,7,6,4,12,Tercio inferior,0,No realizo actividad fisica,,,,,,,60,30,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Bebidas energéticas,2,Ninguna en especial,5,Regular,Alto,Muy alto
22/4/2026 17:27:20,Grupo 2,"Collazos Solís, Maxwell Lupo Gregorio",Masculino,18,88,183,Ciencia de Datos,3,5,5,12,Tercio inferior,0,No realizo actividad fisica,,,,,,,20,1,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,6,,6,Muy mala,Muy alto,Muy alto
22/4/2026 17:30:57,Grupo 5,"Arica Reyes, Ady Gabriela",Femenino,21,63,168,Bioingeniería,5,5,5,16.44,Tercio,12,Artes marciales / Deportes de contacto,En instalaciones de la universidad,Colectiva,5,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",20,8,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas rehidratantes, Multivitamínicos y Minerales",3,Baja en carbohidratos,6,Mala,Alto,Muy alto
22/4/2026 17:31:09,Grupo 1,"Lopez Cueto, Camila Alejandra",Masculino,19,59,168,Ingeniería Mecatrónica,4,5,5,19.1,Décimo,0,No realizo actividad fisica,,,,,,,18,49,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,4,Ninguna en especial,3.5,Muy mala,Muy alto,Muy alto
22/4/2026 17:33:03,Grupo 2,"Rojas Meza, Kiara Luz",Femenino,19,55,153,Ciencia de Datos,5,5,5,16.23,Quinto,4,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,2,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Mañana,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,26,4,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,5,Ninguna en especial,6,Regular,Muy alto,Muy alto
22/4/2026 17:43:08,Grupo 2,"Rojas Meza, Kiara Luz",Femenino,19,44,138,Ciencia de Datos,5,4,4,12.05,Tercio inferior,0,No realizo actividad fisica,,,,,,,17,8,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,4,Ninguna en especial,5,Buena,Bajo,Bajo
22/4/2026 17:43:52,Grupo 5,"Portal Ruiz, Axel Roberth",Masculino,22,78,1.65,Ingeniería Industrial,4,6,5,15.44,Tercio,0.5,No realizo actividad fisica,,,,,,,23,4,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,4,Ninguna en especial,6,Mala,Alto,Muy alto
22/4/2026 17:51:23,Grupo 2,"Guerrero Cedrón, Antonio Jorge",Masculino,21,90,172,Ciencias de la Computación,9,5,4,15.06,Tercio medio,4,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",25,25,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Proteína en polvo (Whey, Vegana, Caseína)",4,Ninguna en especial,7,Regular,Moderado,Alto
22/4/2026 17:52:52,Grupo 2,"Rojas Meza, Kiara Luz",Masculino,71,0.1,60,Ciencias de la Computación,Más de 10,9,1,20,Décimo,0,Polo,Otros,Colectiva,61,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Noche,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",1,70,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",.,7,Ninguna en especial,8,Regular,Moderado,Moderado
22/4/2026 17:59:43,Grupo 2,"Guerrero Cedrón, Antonio Jorge",Masculino,18,70,172,Ingeniería Mecatrónica,3,8,8,16,Tercio,20,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En casa,Individual,7,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Noche,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,18,7,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Ninguno, ",4,Ninguna en especial,8,Buena,Muy bajo,Muy bajo
22/4/2026 18:01:33,Grupo 2,"Guerrero Cedrón, Antonio Jorge",Femenino,19,75,161,Ingeniería Química,5,5,5,16,Quinto,2,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Mañana,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",23,12,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,4,Ninguna en especial,7,Buena,Moderado,Bajo
22/4/2026 18:06:37,Grupo 2,"Rojas Meza, Kiara Luz",Femenino,19,55.8,1.58,Ciencia de Datos,5,6,5,14.8,Tercio medio,0,No realizo actividad fisica,,,,,,,30,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,6,Regular,Moderado,Moderado
22/4/2026 18:07:09,Grupo 2,"Rojas Meza, Kiara Luz",Femenino,19,55,165,Ciencias de la Computación,5,5,4,14,Tercio medio,4,"Deportes aeróbicos (Correr, Nadar, Ciclismo)",En casa,Individual,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",20,20,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,6,Regular,Moderado,Alto
22/4/2026 18:14:01,Grupo 2,"Rojas Meza, Kiara Luz",Femenino,18,92,165,Ciencia de Datos,5,2,1,12,Tercio medio,2,Corría de los perros de mi barrio al menos 40 minutos al día.,Otros,Colectiva,5,Alto: Me faltaba el aliento rápido y apenas podía decir unas pocas palabras sin parar a tomar aire.,Mañana,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,8,12,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Bebidas energéticas,1,Ninguna en especial,4,Muy mala,Muy alto,Muy alto
22/4/2026 18:15:24,Grupo 2,"Manrique Romero, Oriana Manuela Fe",Masculino,19,83,184,Ciencias de la Computación,5,6,5,14.6,Tercio medio,8,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,5,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,26,40,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Multivitamínicos y Minerales, Polvos Pre-Entreno, Proteína en polvo (Whey, Vegana, Caseína), Creatina",5,Alta en proteínas,4,Muy mala,Muy alto,Muy alto
